arvore,nomes,altura,dap
986,guatambu,83,23
987,guatambu,77,25
988,guatambu,71,22
989,guatambu,79,27
990,guatambu,83,28
991,guatambu,82,27
992,guatambu,77,24
993,guatambu,81,30
994,guatambu,77,24
995,guatambu,85,26
996,guatambu,72,27
997,guatambu,71,30
998,guatambu,80,21
999,guatambu,88,24
1000,guatambu,90,30
1001,guatambu,78,25
1002,guatambu,74,21
1003,guatambu,87,29
1004,guatambu-oliva,74,17
1005,guatambu-oliva,89,16
1006,guatambu-oliva,81,24
1007,guatambu-oliva,90,26
1008,guatambu-oliva,89,24
1009,guatambu-oliva,66,29
1010,guatambu-oliva,67,13
1011,guatambu-oliva,90,24
1012,guatambu-oliva,65,25
1013,guatambu-oliva,62,14
1014,guatambu-oliva,81,21
1015,guatambu-oliva,55,21
1016,guatambu-oliva,58,22
1017,guatambu-oliva,60,14
1018,guatambu-oliva,66,20
1019,guatambu-oliva,85,12
1020,guatambu-oliva,73,23
1021,guatambu-oliva,53,21
1022,guatambu-oliva,61,13
1023,guatambu-oliva,61,11
1024,guatambu-oliva,76,30
1025,guatambu-oliva,64,17
1026,guatambu-oliva,61,26
1027,guatambu-oliva,81,20
1028,guatambu-oliva,83,13
1029,guatambu-oliva,74,25
1030,guatambu-oliva,58,14
1031,guatambu-oliva,60,20
1032,guatambu-oliva,55,17
1033,guatambu-oliva,64,14
1034,guatambu-oliva,72,20
1035,guatambu-oliva,71,13
1036,guatambu-oliva,58,18
1037,guatambu-oliva,52,12
1038,guatambu-oliva,76,15
1039,guatambu-oliva,61,24
1040,guatambu-oliva,72,30
1041,guatambu-oliva,76,27
1042,peroba-rosa,86,7
1043,peroba-rosa,85,7
1044,peroba-rosa,72,19
1045,peroba-rosa,80,11
1046,peroba-rosa,82,12
1047,peroba-rosa,83,14
1048,peroba-rosa,68,7
1049,peroba-rosa,62,10
1050,peroba-rosa,74,12
1051,peroba-rosa,85,10
1052,peroba-rosa,78,8
1053,peroba-rosa,90,10
1054,peroba-rosa,89,7
1055,peroba-rosa,90,17
1056,peroba-rosa,69,8
1057,peroba-rosa,64,12
1058,peroba-rosa,70,16
1059,peroba-rosa,64,18
1060,peroba-rosa,66,10
1061,peroba-rosa,81,15
1062,peroba-rosa,79,6
1063,peroba-rosa,76,10
1064,peroba-rosa,73,19
1065,peroba-rosa,70,13
1066,peroba-rosa,87,18
1067,peroba-rosa,60,5
1068,peroba-rosa,80,20
1069,peroba-rosa,71,13
1070,peroba-rosa,80,9
1071,peroba-rosa,70,19
1072,peroba-rosa,80,10
1073,peroba-rosa,87,13
1074,peroba-rosa,73,19
1075,peroba-rosa,70,11
1076,peroba-rosa,73,5
1077,peroba-rosa,61,10
1078,peroba-rosa,70,11
1079,peroba-rosa,66,10
1080,peroba-rosa,75,11
1081,peroba-rosa,61,17
1082,peroba-rosa,71,7
1083,peroba-rosa,72,11
1084,peroba-rosa,90,16
1085,peroba-rosa,79,13
1086,peroba-rosa,63,8
1087,peroba,70,20
1088,peroba,70,18
1089,peroba,48,17
1090,peroba,57,20
1091,peroba,70,20
1092,peroba,43,19
1093,peroba,68,18
1094,peroba,52,19
1095,peroba,64,20
1096,peroba,45,19
1097,peroba,59,19
1098,peroba,57,17
1099,peroba,56,19
1100,peroba,45,16
1101,peroba,57,18
1102,peroba,49,17
1103,peroba,47,16
1104,peroba,58,16
1105,peroba,69,16
1106,peroba,52,16
1107,peroba,52,18
1108,peroba,58,19
1109,peroba,53,17
1110,peroba,61,20
1111,peroba,53,20
1112,peroba,59,19
1113,peroba,49,18
1114,peroba,69,16
1115,peroba,64,19
1116,peroba,53,20
1117,peroba,51,17
1118,peroba,55,19
1119,peroba,48,18
1120,peroba,66,19
1121,peroba,68,19
1122,peroba,54,18
1123,peroba,65,20
1124,peroba,53,19
1125,peroba,48,18
1126,peroba,56,19
1127,peroba,69,20
1128,peroba,58,19
1129,peroba,67,16
1130,peroba,50,17
1131,peroba,60,17
1132,peroba,54,20
1133,peroba,70,20
1134,peroba,57,19
1135,peroba,40,19
1136,peroba,59,20
1137,peroba,65,20
1138,peroba,55,20
1139,peroba,65,20
1140,peroba,61,17
1141,peroba,45,18
1142,peroba,43,18
1143,peroba,67,18
1144,peroba,61,17
1145,peroba,40,18
1146,peroba,42,16
1147,peroba,69,18
1148,peroba,43,17
1149,peroba,54,17
1150,peroba,53,17
1151,peroba,64,20
1152,peroba,60,18
1153,peroba,59,18
1154,peroba,67,17
1155,peroba,62,16
1156,peroba,65,20
1157,peroba,67,19
1158,peroba,47,20
1159,peroba,51,20
1160,peroba,53,19
1161,peroba,43,20
1162,peroba,60,18
1163,peroba,56,16
1164,peroba,53,17
1165,peroba,62,18
1166,peroba,69,17
1167,peroba,44,16
1168,peroba,69,19
1169,peroba,44,19
1170,peroba,59,19
1171,peroba,53,17
1172,peroba,60,16
1173,peroba,65,17
1174,peroba,51,19
1175,peroba,67,16
1176,peroba,60,19
1177,peroba,70,18
1178,peroba,66,17
1179,peroba,48,20
1180,peroba,50,19
1181,peroba,51,16
1182,peroba,61,18
1183,peroba,47,18
1184,peroba,69,17
1185,peroba,68,19
1186,peroba,57,19
1187,peroba,57,19
1188,peroba,63,17
1189,peroba,53,20
1190,peroba,54,16
1191,peroba,56,16
1192,peroba,58,17
1193,peroba,47,19
1194,peroba,50,18
1195,peroba,69,18
1196,peroba,46,20
1197,peroba,56,18
1198,peroba,43,17
1199,peroba,56,16
1200,peroba,50,19
1201,peroba,61,19
1202,peroba,64,19
1203,peroba,47,18
1204,peroba,57,18
1205,peroba,60,17
1206,peroba,47,16
1207,peroba,68,16
1208,peroba,40,19
1209,peroba,60,19
1210,peroba,47,18
1211,peroba,59,19
1212,peroba,66,16
1213,peroba,40,16
1214,peroba,43,17
1215,peroba,69,16
1216,peroba,52,19
1217,peroba,63,18
1218,peroba,49,17
1219,peroba,41,18
1220,peroba,59,18
1221,peroba,61,19
1222,peroba,53,20
1223,peroba,42,20
1224,peroba,61,16
1225,peroba,63,19
1226,peroba,62,19
1227,peroba,70,19
1228,peroba,60,19
1229,peroba,63,17
1230,peroba,49,20
1231,peroba,60,18
1232,peroba,45,20
1233,peroba,41,20
1234,peroba,43,20
1235,peroba,45,16
1236,peroba,49,17
1237,peroba,63,17
1238,peroba,47,16
1239,peroba,56,18
1240,peroba,47,18
1241,peroba,67,19
1242,peroba,49,20
1243,peroba,43,19
1244,peroba,42,17
1245,peroba,67,18
1246,peroba,58,19
1247,peroba,56,19
1248,peroba,49,16
1249,peroba,40,18
1250,peroba,57,17
1251,peroba,46,20
1252,peroba,44,18
1253,peroba,63,19
1254,peroba,59,20
1255,peroba,47,19
1256,peroba,64,16
1257,peroba,60,17
1258,peroba,60,17
1259,peroba,50,18
1260,peroba,68,18
1261,peroba,55,20
1262,leiteiro,39,4
1263,leiteiro,38,24
1264,leiteiro,39,14
1265,leiteiro,47,21
1266,leiteiro,47,22
1267,leiteiro,31,22
1268,leiteiro,39,21
1269,leiteiro,41,10
1270,leiteiro,40,22
1271,leiteiro,36,5
1272,leiteiro,44,5
1273,leiteiro,41,18
1274,leiteiro,35,10
1275,leiteiro,43,17
1276,leiteiro,34,5
1277,leiteiro,45,10
1278,leiteiro,35,20
1279,leiteiro,41,7
1280,leiteiro,43,4
1281,leiteiro,34,22
1282,leiteiro,30,21
1283,leiteiro,38,4
1284,leiteiro,32,10
1285,leiteiro,42,23
1286,leiteiro,47,17
1287,leiteiro,42,22
1288,leiteiro,42,8
1289,leiteiro,49,14
1290,leiteiro,31,13
1291,leiteiro,42,12
1292,leiteiro,41,23
1293,leiteiro,30,10
1294,leiteiro,32,11
1295,leiteiro,40,4
1296,leiteiro,34,20
1297,leiteiro,35,15
1298,leiteiro,40,8
1299,leiteiro,36,24
1300,leiteiro,36,5
1301,leiteiro,33,15
1302,leiteiro,31,8
1303,leiteiro,47,19
1304,leiteiro,50,21
1305,leiteiro,44,4
1306,leiteiro,46,7
1307,leiteiro,31,14
1308,leiteiro,30,8
1309,leiteiro,43,4
1310,leiteiro,50,13
1311,leiteiro,31,22
1312,leiteiro,33,17
1313,leiteiro,39,17
1314,leiteiro,49,8
1315,leiteiro,43,20
1316,leiteiro,40,4
1317,leiteiro,38,6
1318,leiteiro,45,21
1319,leiteiro,46,16
1320,leiteiro,47,8
1321,leiteiro,35,24
1322,leiteiro,50,16
1323,leiteiro,47,6
1324,leiteiro,45,21
1325,leiteiro,46,8
1326,leiteiro,33,23
1327,leiteiro,49,22
1328,leiteiro,38,15
1329,leiteiro,38,15
1330,leiteiro,35,11
1331,leiteiro,34,24
1332,leiteiro,31,12
1333,leiteiro,41,4
1334,leiteiro,44,16
1335,leiteiro,39,23
1336,leiteiro,32,18
1337,leiteiro,30,15
1338,leiteiro,33,5
1339,leiteiro,46,4
1340,leiteiro,34,19
1341,leiteiro,33,4
1342,leiteiro,48,7
1343,leiteiro,45,17
1344,leiteiro,47,4
1345,leiteiro,41,24
1346,leiteiro,43,19
1347,leiteiro,43,10
1348,leiteiro,37,14
1349,leiteiro,39,11
1350,leiteiro,46,11
1351,leiteiro,37,23
1352,leiteiro,41,14
1353,leiteiro,42,13
1354,leiteiro,50,20
1355,leiteiro,47,8
1356,leiteiro,48,13
1357,leiteiro,36,21
1358,leiteiro,38,18
1359,leiteiro,44,12
1360,leiteiro,48,9
1361,leiteiro,33,6
1362,leiteiro,44,25
1363,leiteiro,46,25
1364,leiteiro,41,17
1365,leiteiro,49,24
1366,leiteiro,30,6
1367,leiteiro,42,25
1368,leiteiro,45,12
1369,leiteiro,34,21
1370,leiteiro,42,5
1371,leiteiro,40,4
1372,leiteiro,47,8
1373,leiteiro,41,4
1374,leiteiro,50,19
1375,leiteiro,30,18
1376,leiteiro,39,13
1377,leiteiro,48,24
1378,leiteiro,35,14
1379,leiteiro,33,25
1380,leiteiro,49,17
1381,leiteiro,48,17
1382,leiteiro,50,8
1383,leiteiro,38,10
1384,leiteiro,49,11
1385,leiteiro,44,8
1386,leiteiro,42,9
1387,leiteiro,42,18
1388,leiteiro,44,16
1389,leiteiro,31,22
1390,leiteiro,40,23
1391,leiteiro,33,14
1392,leiteiro,40,25
1393,leiteiro,44,12
1394,leiteiro,43,8
1395,leiteiro,46,13
1396,leiteiro,45,4
1397,leiteiro,49,20
1398,leiteiro,30,15
1399,leiteiro,48,15
1400,leiteiro,48,21
1401,leiteiro,35,17
1402,leiteiro,30,9
1403,leiteiro,41,5
1404,leiteiro,31,11
1405,leiteiro,38,10
1406,leiteiro,32,24
1407,leiteiro,43,22
1408,leiteiro,49,20
1409,leiteiro,39,6
1410,leiteiro,31,7
1411,leiteiro,31,22
1412,leiteiro,49,11
1413,leiteiro,31,19
1414,leiteiro,37,17
1415,leiteiro,45,7
1416,leiteiro,37,13
1417,leiteiro,46,8
1418,leiteiro,48,19
1419,leiteiro,38,14
1420,leiteiro,33,23
1421,leiteiro,35,24
1422,leiteiro,46,4
1423,leiteiro,44,18
1424,leiteiro,33,21
1425,leiteiro,50,24
1426,leiteiro,50,14
1427,leiteiro,40,6
1428,leiteiro,44,6
1429,leiteiro,33,7
1430,leiteiro,33,7
1431,leiteiro,43,22
1432,leiteiro,39,12
1433,leiteiro,32,15
1434,leiteiro,45,5
1435,leiteiro,38,6
1436,leiteiro,50,4
1437,leiteiro,47,20
1438,leiteiro,44,7
1439,leiteiro,37,11
1440,leiteiro,46,15
1441,leiteiro,34,20
1442,leiteiro,40,17
1443,leiteiro,43,19
1444,leiteiro,40,4
1445,leiteiro,35,19
1446,leiteiro,45,6
1447,leiteiro,35,16
1448,leiteiro,45,21
1449,leiteiro,37,15
1450,leiteiro,50,7
1451,leiteiro,43,17
1452,leiteiro,39,5
1453,leiteiro,36,11
1454,leiteiro,39,17
1455,leiteiro,37,11
1456,"cauna,Congonha",51,10
1457,"cauna,Congonha",67,15
1458,"cauna,Congonha",52,13
1459,"cauna,Congonha",65,11
1460,"cauna,Congonha",56,19
1461,"cauna,Congonha",71,20
1462,"cauna,Congonha",65,13
1463,"cauna,Congonha",51,14
1464,"cauna,Congonha",61,18
1465,"cauna,Congonha",75,14
1466,"cauna,Congonha",60,16
1467,"cauna,Congonha",62,10
1468,"cauna,Congonha",57,20
1469,"cauna,Congonha",63,20
1470,"cauna,Congonha",65,11
1471,"cauna,Congonha",57,17
1472,"cauna,Congonha",70,17
1473,"cauna,Congonha",55,18
1474,"cauna,Congonha",69,10
1475,"cauna,Congonha",62,17
1476,"cauna,Congonha",62,11
1477,"cauna,Congonha",73,17
1478,"cauna,Congonha",54,14
1479,"cauna,Congonha",65,10
1480,"cauna,Congonha",75,11
1481,"cauna,Congonha",72,10
1482,"cauna,Congonha",60,16
1483,"cauna,Congonha",75,11
1484,"cauna,Congonha",51,20
1485,"cauna,Congonha",63,15
1486,"cauna,Congonha",51,11
1487,"cauna,Congonha",71,12
1488,"cauna,Congonha",50,12
1489,"cauna,Congonha",51,19
1490,"cauna,Congonha",63,10
1491,"cauna,Congonha",74,12
1492,"cauna,Congonha",59,19
1493,"cauna,Congonha",72,17
1494,"cauna,Congonha",70,20
1495,"cauna,Congonha",55,13
1496,"cauna,Congonha",74,15
1497,"cauna,Congonha",59,15
1498,"cauna,Congonha",64,12
1499,"cauna,Congonha",61,17
1500,"cauna,Congonha",53,10
1501,"cauna,Congonha",58,10
1502,"cauna,Congonha",70,17
1503,"cauna,Congonha",60,10
1504,"cauna,Congonha",50,11
1505,"cauna,Congonha",60,18
1506,"cauna,Congonha",56,11
1507,"cauna,Congonha",64,20
1508,"cauna,Congonha",74,14
1509,"cauna,Congonha",70,12
1510,"cauna,Congonha",75,16
1511,"cauna,Congonha",58,20
1512,"cauna,Congonha",54,19
1513,"cauna,Congonha",63,11
1514,"cauna,Congonha",62,12
1515,"cauna,Congonha",56,14
1516,"cauna,Congonha",58,18
1517,"cauna,Congonha",56,18
1518,"cauna,Congonha",73,13
1519,"cauna,Congonha",75,16
1520,"cauna,Congonha",52,15
1521,"cauna,Congonha",58,19
1522,"cauna,Congonha",57,16
1523,"cauna,Congonha",74,14
1524,"cauna,Congonha",56,16
1525,"cauna,Congonha",53,16
1526,"cauna,Congonha",51,15
1527,"cauna,Congonha",52,20
1528,"cauna,Congonha",73,11
1529,"cauna,Congonha",71,16
1530,"cauna,Congonha",75,11
1531,"cauna,Congonha",70,15
1532,"cauna,Congonha",66,15
1533,"cauna,Congonha",51,15
1534,"cauna,Congonha",72,11
1535,"cauna,Congonha",52,18
1536,"cauna,Congonha",60,14
1537,"cauna,Congonha",55,15
1538,"cauna,Congonha",67,11
1539,"cauna,Congonha",62,19
1540,"cauna,Congonha",52,14
1541,"cauna,Congonha",54,14
1542,"cauna,Congonha",52,12
1543,"cauna,Congonha",50,19
1544,"cauna,Congonha",59,13
1545,"cauna,Congonha",51,14
1546,"cauna,Congonha",62,11
1547,"cauna,Congonha",59,20
1548,"cauna,Congonha",55,10
1549,"cauna,Congonha",59,13
1550,"cauna,Congonha",53,14
1551,"cauna,Congonha",70,17
1552,"cauna,Congonha",51,14
1553,"cauna,Congonha",71,14
1554,"cauna,Congonha",59,12
1555,"cauna,Congonha",51,17
1556,"cauna,Congonha",50,18
1557,"cauna,Congonha",50,17
1558,"cauna,Congonha",57,17
1559,"cauna,Congonha",63,12
1560,"cauna,Congonha",69,13
1561,"erva-mate,congonha",89,29
1562,"erva-mate,congonha",90,29
1563,"erva-mate,congonha",86,20
1564,"erva-mate,congonha",83,21
1565,"erva-mate,congonha",81,17
1566,"erva-mate,congonha",82,16
1567,"erva-mate,congonha",84,18
1568,"erva-mate,congonha",85,15
1569,"erva-mate,congonha",90,19
1570,"erva-mate,congonha",84,29
1571,"erva-mate,congonha",88,28
1572,"erva-mate,congonha",88,18
1573,"erva-mate,congonha",88,15
1574,"erva-mate,congonha",90,26
1575,"erva-mate,congonha",81,28
1576,"erva-mate,congonha",88,24
1577,"erva-mate,congonha",87,22
1578,"erva-mate,congonha",80,16
1579,"erva-mate,congonha",82,26
1580,"erva-mate,congonha",84,16
1581,"erva-mate,congonha",82,25
1582,"erva-mate,congonha",88,21
1583,"erva-mate,congonha",90,21
1584,"erva-mate,congonha",81,16
1585,"erva-mate,congonha",90,30
1586,"erva-mate,congonha",86,21
1587,"erva-mate,congonha",81,23
1588,"erva-mate,congonha",83,21
1589,"erva-mate,congonha",88,28
1590,"erva-mate,congonha",81,16
1591,"erva-mate,congonha",82,28
1592,"erva-mate,congonha",90,23
1593,"erva-mate,congonha",82,16
1594,"erva-mate,congonha",82,22
1595,"erva-mate,congonha",90,16
1596,"erva-mate,congonha",89,24
1597,"erva-mate,congonha",86,21
1598,"erva-mate,congonha",85,30
1599,"erva-mate,congonha",82,23
1600,"erva-mate,congonha",84,26
1601,"erva-mate,congonha",83,16
1602,"erva-mate,congonha",89,26
1603,"erva-mate,congonha",89,20
1604,"erva-mate,congonha",86,21
1605,"erva-mate,congonha",85,17
1606,"erva-mate,congonha",85,18
1607,"erva-mate,congonha",85,24
1608,"erva-mate,congonha",80,30
1609,"erva-mate,congonha",83,18
1610,"erva-mate,congonha",90,16
1611,"erva-mate,congonha",90,22
1612,"erva-mate,congonha",86,24
1613,"erva-mate,congonha",86,24
1614,"erva-mate,congonha",84,25
1615,"erva-mate,congonha",89,20
1616,"erva-mate,congonha",80,26
1617,"erva-mate,congonha",87,26
1618,"erva-mate,congonha",81,30
1619,"erva-mate,congonha",81,28
1620,"erva-mate,congonha",84,22
1621,"erva-mate,congonha",80,28
1622,"erva-mate,congonha",80,30
1623,"erva-mate,congonha",80,26
1624,"erva-mate,congonha",86,25
1625,"erva-mate,congonha",84,24
1626,"erva-mate,congonha",84,20
1627,"erva-mate,congonha",90,27
1628,"erva-mate,congonha",89,23
1629,"erva-mate,congonha",90,16
1630,"erva-mate,congonha",89,16
1631,"erva-mate,congonha",86,29
1632,"erva-mate,congonha",83,30
1633,"erva-mate,congonha",81,27
1634,"erva-mate,congonha",82,25
1635,"erva-mate,congonha",88,26
1636,"erva-mate,congonha",86,28
1637,"erva-mate,congonha",90,30
1638,"erva-mate,congonha",87,19
1639,"erva-mate,congonha",89,20
1640,"erva-mate,congonha",88,28
1641,"erva-mate,congonha",84,26
1642,"erva-mate,congonha",81,24
1643,"erva-mate,congonha",86,28
1644,"erva-mate,congonha",85,15
1645,"erva-mate,congonha",82,28
1646,"erva-mate,congonha",82,20
1647,"erva-mate,congonha",85,17
1648,"erva-mate,congonha",84,17
1649,"erva-mate,congonha",87,26
1650,"erva-mate,congonha",83,20
1651,"erva-mate,congonha",88,21
1652,"erva-mate,congonha",86,24
1653,"erva-mate,congonha",85,27
1654,"erva-mate,congonha",88,25
1655,"erva-mate,congonha",85,30
1656,"erva-mate,congonha",87,17
1657,"erva-mate,congonha",90,24
1658,"erva-mate,congonha",90,15
1659,"erva-mate,congonha",86,30
1660,"erva-mate,congonha",86,27
1661,"erva-mate,congonha",87,24
1662,"erva-mate,congonha",80,26
1663,"erva-mate,congonha",87,16
1664,"erva-mate,congonha",88,30
1665,"erva-mate,congonha",89,26
1666,"erva-mate,congonha",85,21
1667,"erva-mate,congonha",80,21
1668,"erva-mate,congonha",88,22
1669,"erva-mate,congonha",83,20
1670,"erva-mate,congonha",85,28
1671,"erva-mate,congonha",83,19
1672,"erva-mate,congonha",83,24
1673,"erva-mate,congonha",88,24
1674,"erva-mate,congonha",86,20
1675,"erva-mate,congonha",81,20
1676,"erva-mate,congonha",85,25
1677,"erva-mate,congonha",88,30
1678,"erva-mate,congonha",88,20
1679,"erva-mate,congonha",81,24
1680,"erva-mate,congonha",87,15
1681,"erva-mate,congonha",85,22
1682,"erva-mate,congonha",86,25
1683,"erva-mate,congonha",83,24
1684,"erva-mate,congonha",90,26
1685,"erva-mate,congonha",82,29
1686,"erva-mate,congonha",88,28
1687,"erva-mate,congonha",87,22
1688,"erva-mate,congonha",80,30
1689,"erva-mate,congonha",85,25
1690,"erva-mate,congonha",85,20
1691,"erva-mate,congonha",83,21
1692,"erva-mate,congonha",82,25
1693,"erva-mate,congonha",81,30
1694,"erva-mate,congonha",86,29
1695,"erva-mate,congonha",81,16
1696,"erva-mate,congonha",89,30
1697,"erva-mate,congonha",81,18
1698,"erva-mate,congonha",87,27
1699,"erva-mate,congonha",85,18
1700,"erva-mate,congonha",87,27
1701,"erva-mate,congonha",85,23
1702,"erva-mate,congonha",90,15
1703,"erva-mate,congonha",80,19
1704,"erva-mate,congonha",86,21
1705,"erva-mate,congonha",90,15
1706,"erva-mate,congonha",85,19
1707,"erva-mate,congonha",85,19
1708,"erva-mate,congonha",90,28
1709,"erva-mate,congonha",90,29
1710,"erva-mate,congonha",90,26
1711,"erva-mate,congonha",86,15
1712,"erva-mate,congonha",82,28
1713,"erva-mate,congonha",89,19
1714,mandioqueiro-do-cerrado,10,7
1715,mandioqueiro-do-cerrado,10,6
1716,mandioqueiro-do-cerrado,13,7
1717,mandioqueiro-do-cerrado,12,4
1718,mandioqueiro-do-cerrado,15,7
1719,mandioqueiro-do-cerrado,13,7
1720,mandioqueiro-do-cerrado,11,5
1721,mandioqueiro-do-cerrado,10,6
1722,mandioqueiro-do-cerrado,15,7
1723,mandioqueiro-do-cerrado,11,5
1724,mandioqueiro-do-cerrado,14,4
1725,mandioqueiro-do-cerrado,12,6
1726,mandioqueiro-do-cerrado,14,3
1727,mandioqueiro-do-cerrado,15,4
1728,mandioqueiro-do-cerrado,14,3
1729,mandioqueiro-do-cerrado,12,3
1730,mandioqueiro-do-cerrado,10,3
1731,mandioqueiro-do-cerrado,11,5
1732,mandioqueiro-do-cerrado,10,3
1733,mandioqueiro-do-cerrado,11,3
1734,mandioqueiro-do-cerrado,15,6
1735,mandioqueiro-do-cerrado,11,7
1736,mandioqueiro-do-cerrado,15,3
1737,mandioqueiro-do-cerrado,11,6
1738,mandioqueiro-do-cerrado,10,5
1739,mandioqueiro-do-cerrado,13,7
1740,mandioqueiro-do-cerrado,15,6
1741,mandioqueiro-do-cerrado,14,5
1742,mandioqueiro-do-cerrado,13,3
1743,mandioqueiro-do-cerrado,15,6
1744,mandioqueiro-do-cerrado,12,3
1745,mandioqueiro-do-cerrado,13,3
1746,mandioqueiro-do-cerrado,12,3
1747,mandioqueiro-do-cerrado,15,4
1748,mandioqueiro-do-cerrado,13,7
1749,mandioqueiro-do-cerrado,14,6
1750,mandioqueiro-do-cerrado,15,7
1751,mandioqueiro-do-cerrado,14,3
1752,mandioqueiro-do-cerrado,14,4
1753,mandioqueiro-do-cerrado,15,6
1754,mandioqueiro-do-cerrado,10,4
1755,mandioqueiro-do-cerrado,11,6
1756,mandioqueiro-do-cerrado,11,5
1757,mandioqueiro-do-cerrado,15,6
1758,mandioqueiro-do-cerrado,13,7
1759,mandioqueiro-do-cerrado,15,7
1760,mandioqueiro-do-cerrado,15,3
1761,mandioqueiro-do-cerrado,15,5
1762,mandioqueiro-do-cerrado,15,3
1763,mandioqueiro-do-cerrado,12,4
1764,mandioqueiro-do-cerrado,13,4
1765,mandioqueiro-do-cerrado,14,5
1766,mandioqueiro-do-cerrado,10,6
1767,mandioqueiro-do-cerrado,10,3
1768,mandioqueiro-do-cerrado,11,7
1769,mandioqueiro-do-cerrado,10,3
1770,mandioqueiro-do-cerrado,10,5
1771,mandioqueiro-do-cerrado,14,5
1772,mandioqueiro-do-cerrado,10,5
1773,mandioqueiro-do-cerrado,11,6
1774,mandioqueiro-do-cerrado,13,5
1775,mandioqueiro-do-cerrado,13,3
1776,mandioqueiro-do-cerrado,10,4
1777,mandioqueiro-do-cerrado,12,5
1778,mandioqueiro-do-cerrado,10,3
1779,mandioqueiro-do-cerrado,11,4
1780,mandioqueiro-do-cerrado,10,4
1781,mandioqueiro-do-cerrado,14,7
1782,mandioqueiro-do-cerrado,14,4
1783,mandioqueiro-do-cerrado,11,3
1784,mandioqueiro-do-cerrado,10,3
1785,mandioqueiro-do-cerrado,13,5
1786,mandioqueiro-do-cerrado,10,5
1787,mandioqueiro-do-cerrado,10,7
1788,mandioqueiro-do-cerrado,15,5
1789,mandioqueiro-do-cerrado,12,4
1790,mandioqueiro-do-cerrado,13,4
1791,mandioqueiro-do-cerrado,13,6
1792,mandioqueiro-do-cerrado,13,6
1793,mandioqueiro-do-cerrado,15,3
1794,mandioqueiro-do-cerrado,10,5
1795,mandioqueiro-do-cerrado,14,6
1796,mandioqueiro-do-cerrado,11,5
1797,mandioqueiro-do-cerrado,12,7
1798,mandioqueiro-do-cerrado,10,3
1799,mandioqueiro-do-cerrado,10,3
1800,mandioqueiro-do-cerrado,12,4
1801,mandioqueiro-do-cerrado,11,6
1802,mandioqueiro-do-cerrado,11,3
1803,mandioqueiro-do-cerrado,12,7
1804,mandioqueiro-do-cerrado,10,6
1805,mandioqueiro-do-cerrado,12,3
1806,mandioqueiro-do-cerrado,13,5
1807,mandioqueiro-do-cerrado,11,6
1808,mandioqueiro-do-cerrado,11,4
1809,mandioqueiro-do-cerrado,14,5
1810,mandioqueiro-do-cerrado,10,3
1811,mandioqueiro-do-cerrado,13,4
1812,"candeia,cambara",73,9
1813,"candeia,cambara",74,7
1814,"candeia,cambara",77,7
1815,"candeia,cambara",66,8
1816,"candeia,cambara",71,7
1817,"candeia,cambara",76,8
1818,"candeia,cambara",74,5
1819,"candeia,cambara",76,5
1820,"candeia,cambara",66,6
1821,"candeia,cambara",64,8
1822,"candeia,cambara",70,7
1823,"candeia,cambara",65,7
1824,"candeia,cambara",62,6
1825,"candeia,cambara",72,7
1826,"candeia,cambara",68,8
1827,"candeia,cambara",74,5
1828,"candeia,cambara",77,5
1829,"candeia,cambara",68,7
1830,"candeia,cambara",79,9
1831,"candeia,cambara",61,7
1832,"candeia,cambara",75,9
1833,"candeia,cambara",71,10
1834,"candeia,cambara",69,9
1835,"candeia,cambara",69,10
1836,"candeia,cambara",64,9
1837,"candeia,cambara",62,8
1838,"candeia,cambara",65,10
1839,"candeia,cambara",68,5
1840,"candeia,cambara",75,5
1841,"candeia,cambara",66,8
1842,"candeia,cambara",71,10
1843,"candeia,cambara",68,5
1844,"candeia,cambara",78,6
1845,"candeia,cambara",62,6
1846,"candeia,cambara",71,8
1847,"candeia,cambara",79,10
1848,"candeia,cambara",67,7
1849,"candeia,cambara",71,6
1850,"candeia,cambara",68,10
1851,"candeia,cambara",80,7
1852,"candeia,cambara",65,8
1853,"candeia,cambara",78,7
1854,"candeia,cambara",67,6
1855,"candeia,cambara",70,10
1856,"candeia,cambara",60,9
1857,"candeia,cambara",61,7
1858,"candeia,cambara",79,6
1859,"candeia,cambara",73,7
1860,"candeia,cambara",72,5
1861,"candeia,cambara",77,10
1862,"candeia,cambara",68,7
1863,"candeia,cambara",61,7
